443	1	359	13d	4	443
443	1	359	13d	4	443
71	5	394	13b	9c	71
33	5	430	11c	64	33
425	1	379	13d	4	425
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	5c	33
33	5	430	11c	6e	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
425	1	379	13d	4	425
71	5	394	13b	9c	71
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
71	5	394	13b	9c	71
444	1	364	13d	4	444
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
202	5	444	128	a1	202
71	5	394	13b	9c	71
451	1	352	13d	4	451
71	5	458	135	dd	71
71	5	394	13b	9c	71
71	5	394	13b	9c	71
456	1	361	13d	4	456
284	5	430	11c	41	284
284	5	430	11c	41	284
284	5	430	11c	41	284
284	5	430	11c	6e	284
284	5	430	11c	41	284
284	5	430	11c	41	284
71	5	444	128	a2	71
284	5	430	11c	64	284
284	5	430	11c	41	284
71	5	394	13b	9c	71
71	5	394	13b	9c	71
299	5	449	12c	15	299
450	1	382	13d	4	450
299	5	449	12c	15	299
202	5	444	128	a1	202
450	1	382	13d	4	450
450	1	382	13d	4	450
299	5	449	12c	15	299
71	5	394	13b	9c	71
202	5	444	128	a1	202
202	5	444	128	a1	202
71	5	444	128	a2	71
71	5	394	13b	9c	71
71	5	458	135	dd	71
71	5	394	13b	9c	71
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
71	5	394	13b	9c	71
71	5	444	128	a2	71
71	5	394	13b	9c	71
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
63	5	430	11c	17	63
71	5	394	13b	9c	71
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
63	5	430	11c	17	63
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
444	1	364	13d	4	444
63	5	430	11c	17	63
444	1	364	13d	4	444
450	1	372	13d	4	450
202	5	444	128	a1	202
202	5	444	128	a1	202
71	5	394	13b	9c	71
202	5	444	128	a1	202
71	5	444	128	a2	71
71	5	458	135	dd	71
71	5	394	13b	9c	71
71	5	394	13b	9c	71
71	5	394	13b	9c	71
63	5	444	128	b2	63
63	5	444	128	6	63
63	5	444	128	b2	63
63	5	444	128	93	63
63	5	444	128	a6	63
63	5	444	128	b2	63
63	5	444	128	b2	63
465	1	374	13d	4	465
202	5	444	128	a1	202
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
153	5	444	128	a1	153
300	5	425	118	26	300
71	5	394	13b	9c	71
443	1	359	13d	4	443
300	5	470	13f	b9	300
443	1	359	13d	4	443
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
153	5	444	128	a1	153
153	5	444	128	a1	153
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
71	5	458	135	dd	71
71	5	444	128	a2	71
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
68	5	425	118	f8	68
460	1	362	13d	4	460
63	5	449	12c	15	63
68	5	425	118	f8	68
460	1	362	13d	4	460
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
425	1	379	13d	4	425
45	5	425	118	f8	45
45	5	425	118	f8	45
425	1	379	13d	4	425
425	1	379	13d	4	425
425	1	379	13d	4	425
45	5	425	118	f8	45
45	5	425	118	f8	45
45	5	425	118	f8	45
45	5	425	118	f8	45
45	5	430	11c	3b	45
45	5	456	133	e1	45
45	5	430	11c	5c	45
45	5	456	133	e1	45
45	5	456	133	e2	45
45	5	430	11c	6c	45
45	5	430	11c	3b	45
45	5	456	133	e2	45
299	5	379	13d	4	299
45	5	430	11c	6e	45
45	5	430	11c	6e	45
425	1	379	13d	4	425
45	5	425	118	f8	45
45	5	430	11c	6d	45
45	5	425	118	f8	45
299	5	379	13d	4	299
45	5	430	11c	6e	45
45	5	430	11c	6c	45
45	5	430	11c	5c	45
45	5	430	11c	6e	45
45	5	430	11c	6d	45
31	5	379	13d	4	31
71	5	394	13b	9c	71
31	5	379	13d	4	31
425	1	379	13d	4	425
45	5	425	118	f8	45
425	1	379	13d	4	425
45	5	425	118	f8	45
425	1	379	13d	4	425
45	5	425	118	f8	45
425	1	379	13d	4	425
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	a6	63
63	5	444	128	a6	63
63	5	444	128	b2	63
63	5	449	12c	15	63
45	5	425	118	f8	45
425	1	379	13d	4	425
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
153	5	444	128	a1	153
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
425	1	379	13d	4	425
63	5	449	12c	15	63
33	5	430	11c	4b	33
33	5	430	11c	4b	33
33	5	430	11c	4b	33
425	1	379	13d	4	425
33	5	430	11c	64	33
33	5	430	11c	5c	33
33	5	430	11c	6e	33
425	1	379	13d	4	425
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
33	5	430	11c	64	33
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
425	1	379	13d	4	425
33	5	430	11c	6e	33
33	5	430	11c	5c	33
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
33	5	430	11c	57	33
63	5	449	12c	15	63
33	5	430	11c	4b	33
33	5	430	11c	1b	33
304	5	451	12e	f	304
285	5	451	12e	f	285
153	5	444	128	a1	153
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
304	5	451	12e	f	304
285	5	451	12e	f	285
153	5	444	128	a1	153
304	5	451	12e	f	304
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
71	5	458	135	dd	71
285	5	451	12e	f	285
71	5	394	13b	9c	71
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	444	128	93	63
63	5	449	12c	74	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	449	12c	74	63
63	5	444	128	a7	63
63	5	444	128	a7	63
465	1	374	13d	4	465
122	5	444	128	a1	122
304	5	451	12e	f	304
63	5	449	12c	15	63
285	5	451	12e	f	285
63	5	449	12c	15	63
63	5	449	12c	15	63
285	5	451	12e	f	285
304	5	451	12e	f	304
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
304	5	451	12e	f	304
63	5	444	128	93	63
63	5	444	128	b2	63
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
63	5	449	12c	15	63
285	5	451	12e	f	285
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
285	5	451	12e	f	285
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
304	5	451	12e	f	304
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
71	5	394	13b	9c	71
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
285	5	451	12e	f	285
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
304	5	451	12e	f	304
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
63	5	449	12c	15	63
71	5	394	13b	9c	71
304	5	451	12e	f	304
285	5	451	12e	f	285
153	5	444	128	a1	153
304	5	451	12e	f	304
285	5	451	12e	f	285
71	5	394	13b	9c	71
285	5	451	12e	f	285
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
153	5	444	128	a1	153
285	5	451	12e	f	285
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
304	5	451	12e	f	304
304	5	451	12e	f	304
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
285	5	451	12e	f	285
153	5	444	128	a1	153
285	5	451	12e	f	285
304	5	451	12e	f	304
71	5	394	13b	9c	71
304	5	451	12e	f	304
285	5	451	12e	f	285
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
304	5	451	12e	f	304
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
304	5	451	12e	f	304
285	5	451	12e	f	285
304	5	451	12e	f	304
63	5	444	128	8f	63
304	5	451	12e	f	304
285	5	451	12e	f	285
285	5	451	12e	f	285
304	5	451	12e	f	304
71	5	458	135	dd	71
304	5	451	12e	f	304
285	5	451	12e	f	285
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	a7	63
71	5	444	128	a2	71
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	8f	63
63	5	444	128	8f	63
71	5	394	13b	9c	71
285	5	451	12e	f	285
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
304	5	451	12e	f	304
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
304	5	451	12e	f	304
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
285	5	451	12e	f	285
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	a7	63
285	5	451	12e	f	285
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
304	5	451	12e	f	304
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	449	12c	74	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	93	63
63	5	444	128	8f	63
63	5	444	128	b2	63
63	5	444	128	a7	63
63	5	444	128	a7	63
71	5	394	13b	9c	71
63	5	444	128	8f	63
68	5	425	118	f8	68
460	1	362	13d	4	460
304	5	451	12e	f	304
285	5	451	12e	f	285
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	451	12e	f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	451	12e	f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	8f	63
63	5	444	128	a7	63
63	5	444	128	a7	63
63	5	444	128	8f	63
63	5	444	128	8f	63
